title,country,culture,image
The Mouth of a Cave,French,,https://images.metmuseum.org/CRDImages/ep/original/DP264464.jpg
Sketch for Figure on Whistler Monument,French,,https://images.metmuseum.org/CRDImages/dp/original/DP808100.jpg
"Pompeii, Pompey’s Lane, Tomb Monument of Mamia",French,,https://images.metmuseum.org/CRDImages/ph/original/DP319714.jpg
Design for a Sculpture or Monument,French,,https://images.metmuseum.org/CRDImages/dp/original/DP812366.jpg
Honoré de Balzac,French,,https://images.metmuseum.org/CRDImages/es/original/DP229757.jpg
Three Designs for a Funerary Monument or Epitaph,French,,https://images.metmuseum.org/CRDImages/dp/original/DP823927.jpg
Design for a Monument to a Military Leader,French,,https://images.metmuseum.org/CRDImages/dp/original/DP812008.jpg
"Project for the Monument de la Montagne, Orléans",French,,https://images.metmuseum.org/CRDImages/dp/original/DP810339.jpg
Study for a Monument to a Princely Figure,French,,https://images.metmuseum.org/CRDImages/ep/original/DP312851.jpg
"Project for the Monument de la Montagne, Orléans",French,,https://images.metmuseum.org/CRDImages/dp/original/DP810338.jpg
Liberty,French,,https://images.metmuseum.org/CRDImages/es/original/ES7939.jpg
The Burghers of Calais,French,,https://images.metmuseum.org/CRDImages/es/original/DP221863.jpg
Evening: Landscape with an Aqueduct,French,,https://images.metmuseum.org/CRDImages/ep/original/DT2138.jpg
Head of Balzac,French,,https://images.metmuseum.org/CRDImages/es/original/DP-13617-039.jpg
Cross-Section and Elevation of the Funeral Monument for General François Séverin Marceau (1769-1796),French,,https://images.metmuseum.org/CRDImages/dp/original/DP812519.jpg
Fame (one of a pair),French,,https://images.metmuseum.org/CRDImages/es/original/DT6852.jpg
"Plate 4: remains of a classical monument to right surmounted by a mask and tablet, a figure sitting on the porch, four figures on a staircase to left, four milestones below, from 'Les soirées de Rome'",French,,https://images.metmuseum.org/CRDImages/dp/original/DP829179.jpg
Elevation of a Monument,French,,https://images.metmuseum.org/CRDImages/dp/original/DP339580.jpg
Design for a Funerary Monument,French,,https://images.metmuseum.org/CRDImages/dp/original/DP812623.jpg
Monuments of Paris,French,,https://images.metmuseum.org/CRDImages/dp/original/DP820631.jpg
Antique Monuments,French,,https://images.metmuseum.org/CRDImages/dp/original/53.523.69(2).jpg
Monuments of Paris,French,,https://images.metmuseum.org/CRDImages/es/original/DP16375.jpg
Excursions Daguerriennes. Vues et monuments les plus remarquables du globe,French,,https://images.metmuseum.org/CRDImages/ph/original/DP-15365-002.jpg
"Temple de Venus et de Rome, from Les Plus Beaux Monuments de Rome Ancienne ou Recueil des plus beaux Morceaux de l'Antiquité Romaine qui existent encore",French,,https://images.metmuseum.org/CRDImages/dp/original/DP341370.jpg
Study for a Triumphal Arch (recto); Alternate Study for a Triumphal Arch (verso),French,,https://images.metmuseum.org/CRDImages/dp/original/DP808076.jpg
Architectural Capriccio with Roman Monuments and Washerwomen,French,,https://images.metmuseum.org/CRDImages/dp/original/DP808080.jpg
Design for a Monumental Fountain,French,,https://images.metmuseum.org/CRDImages/dp/original/DP811618.jpg
Recueil de divers Monumens Anciens répandus en plusieurs endroits de L'Italie,French,,https://images.metmuseum.org/CRDImages/dp/original/DP351869.jpg
[The Vendôme Column After Being Torn Down by the Communards],French,,https://images.metmuseum.org/CRDImages/ph/original/DP200358.jpg
"Jérusalem, Saint-Sépulcre, Face Ouest, Rue du Patriarche",French,,https://images.metmuseum.org/CRDImages/ph/original/DP131320.jpg
"Tombeau du Sultan El-Goury, au Kaire",French,,https://images.metmuseum.org/CRDImages/ph/original/DP131829.jpg
"Vue des deux colosses de l'Aménophéum, à Thèbes",French,,https://images.metmuseum.org/CRDImages/ph/original/DP131889.jpg
"Vue générale des Spéos de Phré et d'Athor, à Abousembil, prise de l'île",French,,https://images.metmuseum.org/CRDImages/ph/original/DP131954.jpg
Monte Cavallo,French,,https://images.metmuseum.org/CRDImages/ph/original/DP155017.jpg
Campedoglio,French,,https://images.metmuseum.org/CRDImages/ph/original/DP155028.jpg
"Vue de la seconde Pyramide, prise au Sud-Est",French,,https://images.metmuseum.org/CRDImages/ph/original/DP131834.jpg
"The Nymphaeum of the Villa di Papa Giulio, Rome",French,,https://images.metmuseum.org/CRDImages/dp/original/DP226756.jpg
Study of a Pyramid,French,,https://images.metmuseum.org/CRDImages/dp/original/DP805798.jpg
Aqueduc de Maintenon,French,,https://images.metmuseum.org/CRDImages/dp/original/60.620.39.jpg
"Cérémonie de l'inauguration de la colonne de juillet, 1840",French,,https://images.metmuseum.org/CRDImages/dp/original/DP822235.jpg
Fontaine Desaix,French,,https://images.metmuseum.org/CRDImages/dp/original/DP807908.jpg
"Design for the Engraving ""Réjouissances du Peuple . . . à Reims le 27 aout 1765""",French,,https://images.metmuseum.org/CRDImages/dp/original/DR128.jpg
Design for the Fireworks Display in Paris for the Birth of the Dauphin in 1781,French,,https://images.metmuseum.org/CRDImages/dp/original/DP230595.jpg
The Visit of Napoléon III to Boulogne-sur-Mer,French,,https://images.metmuseum.org/CRDImages/dp/original/DP806725.jpg
"Le Kaire, Mosquée Nâcéryeh",French,,https://images.metmuseum.org/CRDImages/ph/original/DP139898.jpg
Architectural Fantasy,French,,https://images.metmuseum.org/CRDImages/dp/original/DP807369.jpg
Speculum Romanae Magnificentiae: Sepulchre of Augustus,French,,https://images.metmuseum.org/CRDImages/dp/original/DP870378.jpg
Cross of Chaudesaigues,French,,https://images.metmuseum.org/CRDImages/dp/original/DP853795.jpg
The Laundress,French,,https://images.metmuseum.org/CRDImages/ep/original/DT2141.jpg
The Forest in Winter at Sunset,French,,https://images.metmuseum.org/CRDImages/ep/original/DP247630.jpg
XIVe Station. Le corps de Jésus est deposé dans le tombeau. Monument du St Sépulcre où le corps du Christ a été enseveli.,French,,https://images.metmuseum.org/CRDImages/ph/original/DP345547.jpg
"Pierre de Wiessant, Nude Study",French,,https://images.metmuseum.org/CRDImages/es/original/DP-13617-036.jpg
Leda and the Swan,French,,https://images.metmuseum.org/CRDImages/es/original/ES4879.jpg
Jupiter and the Sphinx,French,,https://images.metmuseum.org/CRDImages/es/original/DP242123.jpg
Ferdinand Victor Eugène Delacroix (1798–1863),French,,https://images.metmuseum.org/CRDImages/es/original/31572.jpg
Genius of the Dance,French,,https://images.metmuseum.org/CRDImages/es/original/DP109830.jpg
View of the Colosseum and the Arch of Constantine from the Palatine,French,,https://images.metmuseum.org/CRDImages/ep/original/DP150998.jpg
Waterfall at Terni,French,,https://images.metmuseum.org/CRDImages/ep/original/DP274250.jpg
Woman with a Towel,French,,https://images.metmuseum.org/CRDImages/ep/original/DP253482.jpg
The Intoxication of Wine,French,,https://images.metmuseum.org/CRDImages/es/original/DP218007.jpg
Pierre de Wiessant,French,,https://images.metmuseum.org/CRDImages/es/original/DP-13617-029.jpg
The Weeping Burgher (Andrieu d'Andres),French,,https://images.metmuseum.org/CRDImages/es/original/DP-13617-026.jpg
"Saint-Maclou, Rouen",French,,https://images.metmuseum.org/CRDImages/ph/original/DP139284.jpg
The Right Hand of God Protecting the Faithful against the Demons,French,,https://images.metmuseum.org/CRDImages/rl/original/DT738.jpg
Monumental vase,French,,https://images.metmuseum.org/CRDImages/es/original/DP110448.jpg
Chimneypiece (cheminée),French,,https://images.metmuseum.org/CRDImages/es/original/DP214576.jpg
"Study for ""A Sunday on La Grande Jatte""",French,,https://images.metmuseum.org/CRDImages/ep/original/DP259921.jpg
The Thinker,French,,https://images.metmuseum.org/CRDImages/es/original/DP-13618-012.jpg
Moses presenting the tablets of law,French,,https://images.metmuseum.org/CRDImages/es/original/ES7023.jpg
The Forest at Pontaubert,French,,https://images.metmuseum.org/CRDImages/ep/original/DT2165.jpg
The Old Italian Woman,French,,https://images.metmuseum.org/CRDImages/ep/original/EP1004.jpg
The Deluge,French,,https://images.metmuseum.org/CRDImages/es/original/DP246150.jpg
Eve,French,,https://images.metmuseum.org/CRDImages/es/original/DP-13618-007.jpg
The Refectory of the Imperial Asylum at Vincennes,French,,https://images.metmuseum.org/CRDImages/ph/original/DP352695.jpg
Model for the Watteau Fountain,French,,https://images.metmuseum.org/CRDImages/es/original/ES3679.jpg
Two Tahitian Women,French,,https://images.metmuseum.org/CRDImages/ep/original/DT1342.jpg
The Connoisseur,French,,https://images.metmuseum.org/CRDImages/dp/original/dp29.100.200.R.jpg
Portrait of an Ecclesiastic,French,,https://images.metmuseum.org/CRDImages/dp/original/DP832656_ff.jpg
Small Torso of Iris,French,,https://images.metmuseum.org/CRDImages/es/original/ES2737.jpg
[Farmyard Scene],French,,https://images.metmuseum.org/CRDImages/ph/original/DT1156.jpg
The Abduction of Rebecca,French,,https://images.metmuseum.org/CRDImages/ep/original/DP-14344-001.jpg
"[Allegorical Sculpture of Industry, Pont du Carrousel]",French,,https://images.metmuseum.org/CRDImages/ph/original/DP158028.jpg
Jules Dalou,French,,https://images.metmuseum.org/CRDImages/es/original/ES7564.jpg
Proof impression with Corrections and Instructions of a Print celebrating the Union and Lineage of Eriprand de la Tour with the Comtesse de Valsasine,French,,https://images.metmuseum.org/CRDImages/dp/original/DP842068.jpg
Project for a Monumental Fountain,French,,https://images.metmuseum.org/CRDImages/dp/original/DP-293-001.jpg
Autumn Landscape with a Flock of Turkeys,French,,https://images.metmuseum.org/CRDImages/ep/original/DT1982.jpg
Les Monuments Romains,French,,https://images.metmuseum.org/CRDImages/dp/original/DP819865.jpg
Pair of candelabra,French,,https://images.metmuseum.org/CRDImages/es/original/DP368635.jpg
Coin cabinet,French,,https://images.metmuseum.org/CRDImages/es/original/DP106601.jpg
A Monumental Archway with Five Bays in the Corinthian Order,French,,https://images.metmuseum.org/CRDImages/dp/original/DP211509.jpg
General Bonchamp Shown in a Pose Designed for His Tomb (Recto),French,,https://images.metmuseum.org/CRDImages/dp/original/DP805795.jpg
Two Young Peasant Women,French,,https://images.metmuseum.org/CRDImages/ep/original/DT1860.jpg
Gwen John (Study for a Muse),French,,https://images.metmuseum.org/CRDImages/es/original/11997.jpg
Excursions Daguerriennes. Vues et monuments les plus remarquables du globe,French,,https://images.metmuseum.org/CRDImages/ph/original/DP-15366-001.jpg
Basket of Flowers,French,,https://images.metmuseum.org/CRDImages/ep/original/DP-14347-001.jpg
"Pont-Neuf, Paris",French,,https://images.metmuseum.org/CRDImages/dp/original/DP813135.jpg
The Prophet Isaiah,French,,https://images.metmuseum.org/CRDImages/es/original/ES7022.jpg
The Craincourt Arms,French,,https://images.metmuseum.org/CRDImages/es/original/203847.jpg
The Savigny Arms,French,,https://images.metmuseum.org/CRDImages/es/original/35597.jpg
The Prophet Moses,French,,https://images.metmuseum.org/CRDImages/es/original/ES388.jpg
Oedipus and the Sphinx,French,,https://images.metmuseum.org/CRDImages/ep/original/DP-14201-023.jpg
Vases; Set of Wall Monuments; Statue of Louis XV,French,,https://images.metmuseum.org/CRDImages/dp/original/DP830531.jpg
"Mme. Roland (Manon Jeanne Philipon) (1754–1793), French literary woman and politician",French,,https://images.metmuseum.org/CRDImages/es/original/31514.jpg
"James Fenimore Cooper (1789–1851), American novelist",French,,https://images.metmuseum.org/CRDImages/es/original/31582.jpg
"John Colettis (Kolettis), one of the ""Liberators"" of Greece, and under King Otho, Greek Ambassador in Paris (1784–1846)",French,,https://images.metmuseum.org/CRDImages/es/original/31578.jpg
"Joseph Louis Gay-Lussac, French physician and scientist (1778–1850)",French,,https://images.metmuseum.org/CRDImages/es/original/31566.jpg
"Antoine Louis Claude Destutt de Tracy (1754–1836), French philosopher, Member of the Institute",French,,https://images.metmuseum.org/CRDImages/es/original/31524.jpg
"Dame Louise Swanton-Belloc (1796–1881), French littératrice (translated Lord Byron into French)",French,,https://images.metmuseum.org/CRDImages/es/original/31545.jpg
"Louis Boulanger (1806–1867), French historical painter",French,,https://images.metmuseum.org/CRDImages/es/original/31532.jpg
"Alphonse Milbert, Advocate",French,,https://images.metmuseum.org/CRDImages/es/original/31537.jpg
"Edgar Quinet (1803–1875), French poet and political writer",French,,https://images.metmuseum.org/CRDImages/es/original/31567.jpg
"Godefroid Cavaignac (1798–1845), French republican editor and politician",French,,https://images.metmuseum.org/CRDImages/es/original/31560.jpg
"Georges Couthon (1756–1794), Member of the Revolutionary Convention of 1792; one of the Triumvirate with Robespierre and Saint-Just, with whom he was guillotined",French,,https://images.metmuseum.org/CRDImages/es/original/31516.jpg
"Dominique Francois Arago (1789–1856), French scientist and astronomer",French,,https://images.metmuseum.org/CRDImages/es/original/31517.jpg
"Henri Benjamin Constant de Rebecque (1767–1830), Swiss-French political writer and politician",French,,https://images.metmuseum.org/CRDImages/es/original/31520.jpg
"Carl Gustave Carus (1789–1869), Saxon physician, man-of-letters, and painter",French,,https://images.metmuseum.org/CRDImages/es/original/31568.jpg
"Charles, Baron de Meneval (1778–1856), Secretary and librarian to Napoleon I",French,,https://images.metmuseum.org/CRDImages/es/original/31579.jpg
"Henri Auguste Barbier (1805–1882), French poet, Member of the Academy",French,,https://images.metmuseum.org/CRDImages/es/original/31539.jpg
"Etienne Denis Duc de Pasquier (1767–1862), French statesman and President of the House of Peers, 1844",French,,https://images.metmuseum.org/CRDImages/es/original/31519.jpg
"Charles Nicolas Baron Fabvier (1783–1855), French soldier and volunteer in War of Greek Independence",French,,https://images.metmuseum.org/CRDImages/es/original/31522.jpg
"Xavier Marmier (1809–1892), French soldier, traveler, Member of the Academy",French,,https://images.metmuseum.org/CRDImages/es/original/31583.jpg
"Mary Somerville (née Fairfax), Scottish mathematician and astronomer (1780–1872)",French,,https://images.metmuseum.org/CRDImages/es/original/31534.jpg
"Etienne Jean Panis, (1757–1832) French politician, member of the Convention",French,,https://images.metmuseum.org/CRDImages/es/original/31531.jpg
"John Frederick Blumenbach (1752–1841), German physician and physiologist",French,,https://images.metmuseum.org/CRDImages/es/original/31525.jpg
"Hippolyte Fortoul (1811–1856), French man-of-letters and politician",French,,https://images.metmuseum.org/CRDImages/es/original/31569.jpg
"Maurice Etienne Comte de Gerard, (1773–1852), Marshal of France",French,,https://images.metmuseum.org/CRDImages/es/original/31542.jpg
"Theodore Le Breton (1803–1883), French workman-poet",French,,https://images.metmuseum.org/CRDImages/es/original/31530.jpg
"Thaddeus Kosciuszko, Polish patriot (1746–1817)",French,,https://images.metmuseum.org/CRDImages/es/original/31559.jpg
"Hughes Bernard Maret, Duc de Bassano (1763–1839)",French,,https://images.metmuseum.org/CRDImages/es/original/31581.jpg
"Pierre Paul Royer-Collard (1763–1845), French editor, philosopher, statesman, and Member of the Academy",French,,https://images.metmuseum.org/CRDImages/es/original/31527.jpg
"Antoine Etienne Renaud Augustin Serres (1786–1866), French physician and anthropologist",French,,https://images.metmuseum.org/CRDImages/es/original/31580.jpg
"Antoinette Cécile Hortense Lescot, Mme. Haudebourt-Lescot, painter",French,,https://images.metmuseum.org/CRDImages/es/original/31515.jpg
François Marie Granet (1777–1849),French,,https://images.metmuseum.org/CRDImages/es/original/31526.jpg
"Claude Antoine Gabriel de Choiseul, duc et Pair de France (1760–1838)",French,,https://images.metmuseum.org/CRDImages/es/original/31538.jpg
"Sydney Lady Morgan (née Owenson), Irish novelist (1777–1859)",French,,https://images.metmuseum.org/CRDImages/es/original/31536.jpg
"Alfred Comte de Vigny (1797–1863), French poet and Member of the Academy",French,,https://images.metmuseum.org/CRDImages/es/original/31550.jpg
"Jean Silvain Bailly (1736–93), French Astronomer and Revolutionary Politician",French,,https://images.metmuseum.org/CRDImages/es/original/31540.jpg
"Nicolas Toussaint Charlet (1792–1845), French painter of battle-pieces",French,,https://images.metmuseum.org/CRDImages/es/original/31553.jpg
"Andrée Marie Constant Dumeril (1774–1860), French physician and zoologist",French,,https://images.metmuseum.org/CRDImages/es/original/31551.jpg
"Guillaume Xavier Labbey de Pompiéres (1751–1831), French orator and polititian",French,,https://images.metmuseum.org/CRDImages/es/original/31576.jpg
"Louis Prudhomme (1752–1830), French journalist and pamphleteer",French,,https://images.metmuseum.org/CRDImages/es/original/31529.jpg
"Marie Henry Beyle (1783–1842), French novelist and critic, better known by his nom de plume ""De Stendhal""",French,,https://images.metmuseum.org/CRDImages/es/original/31544.jpg
"George Canning (1770–1827), British conservative statesman",French,,https://images.metmuseum.org/CRDImages/es/original/31543.jpg
"Êtienne Denis, Duc de Pasquier (1767–1862), French statesman",French,,https://images.metmuseum.org/CRDImages/es/original/31563.jpg
"Théodore Pavie (1811–1896), Orientalist, friend of the artist",French,,https://images.metmuseum.org/CRDImages/es/original/31523.jpg
"Judith Pasta (1798–1865), Italian singer",French,,https://images.metmuseum.org/CRDImages/es/original/31574.jpg
"Jean Auguste Dominique Ingres (1780–1867), French painter",French,,https://images.metmuseum.org/CRDImages/es/original/31571.jpg
"Johann Jacob Berzélius (1779–1848), Swedish scientific chemist",French,,https://images.metmuseum.org/CRDImages/es/original/31561.jpg
"François René Auguste Vicomte de Chateaubriand (1768–1848), French statesman and man-of-letters",French,,https://images.metmuseum.org/CRDImages/es/original/31555.jpg
"Victor Cousin (1792–1867), French philosopher",French,,https://images.metmuseum.org/CRDImages/es/original/31541.jpg
"Achille Devéria (1800–1857), French painter and designer, first to apply color to lithography",French,,https://images.metmuseum.org/CRDImages/es/original/31533.jpg
"Charles Augustin Sainte-Beuve (1804–1869), French man-of-letters and Academician",French,,https://images.metmuseum.org/CRDImages/es/original/31554.jpg
"Théophile Thoré (1807–1869), French critic and editor",French,,https://images.metmuseum.org/CRDImages/es/original/31562.jpg
"Count (Antoine Jacques Claude Joseph) Boulay de la Meurthe , Polititian, Minister of State",French,,https://images.metmuseum.org/CRDImages/es/original/31585.jpg
"L'Abbé (Felicité Robert) de Lamennais (1782–1854), French ecclesiastic and theorist",French,,https://images.metmuseum.org/CRDImages/es/original/265837(2).jpg
"François Charles Hugues Laurent Pouqueville (1770–1838), French traveler in the Orient and man-of-letters",French,,https://images.metmuseum.org/CRDImages/es/original/31546.jpg
"Laurent Gouvion Saint-Cyr (1764–1830), Marshal of France, Minister of War 1815–1821",French,,https://images.metmuseum.org/CRDImages/es/original/31548.jpg
"George Sand (Armandine Lucile Aurore Dupin, Baroness Dudevant), French novelist (1804–1876)",French,,https://images.metmuseum.org/CRDImages/es/original/31573.jpg
"Auguste Simon Louis Berard (1783–1859), French politician, who drew up the ""charter"" of 1830",French,,https://images.metmuseum.org/CRDImages/es/original/31564.jpg
"Gioachino Rossini (1792–1868), Italian composer",French,,https://images.metmuseum.org/CRDImages/es/original/31575.jpg
"Marc Isambart Brunel (1769–1849), engineer, builder of the Thames Tunnel",French,,https://images.metmuseum.org/CRDImages/es/original/31528.jpg
"Evariste Boulay-Paty (1804–1864), French poet",French,,https://images.metmuseum.org/CRDImages/es/original/31557.jpg
"Jean François Bodin (1776–1829), French civil-servant and historian",French,,https://images.metmuseum.org/CRDImages/es/original/31535.jpg
"Amelia Opie (née Alderson), English novelist and moral writer (1769–1853)",French,,https://images.metmuseum.org/CRDImages/es/original/31552.jpg
"Armand Carrel (1800–1836), French publicist",French,,https://images.metmuseum.org/CRDImages/es/original/31565.jpg
"Adèle Hugo (née Foucher, wife if Victor Hugo) (d. 1868)",French,,https://images.metmuseum.org/CRDImages/es/original/31577.jpg
"Josephine Bonaparte (née Tascher de la Pagerie), first wife of Napoleon I",French,,https://images.metmuseum.org/CRDImages/es/original/SF08_70_2.jpg
"Napoleon Bonaparte, depicted about the time of his first campaign (1796)",French,,https://images.metmuseum.org/CRDImages/es/original/217914.jpg
"Maximilien Marie Isidore Robespierre (1758–1794), French revolutionary and investigator of ""the Terror""",French,,https://images.metmuseum.org/CRDImages/es/original/31558.jpg
"Henri Bernardin de Saint-Pierre (1737–1814), writer",French,,https://images.metmuseum.org/CRDImages/es/original/SF2006_94_2.jpg
"Eugène F.-M.-J. Devéria (1805–1865), painter",French,,https://images.metmuseum.org/CRDImages/es/original/SF2006_94_3.jpg
"Marie-Jean-Antoine-Nicolas de Caritat, marquis de Condorcet",French,,https://images.metmuseum.org/CRDImages/es/original/SF2003_492_1.jpg
"Claude-Joseph Ferry (1756–1845), French savant and statesman",French,,https://images.metmuseum.org/CRDImages/es/original/47273.jpg
Delphine Gay,French,,https://images.metmuseum.org/CRDImages/es/original/SF2003_492_3.jpg
"André Chénier, Poet (1762–1794)",French,,https://images.metmuseum.org/CRDImages/es/original/SF2005_108_1.jpg
"Baptiste-Henri Grégoire, called L'Abbé Grégoire (1750–1831)",French,,https://images.metmuseum.org/CRDImages/es/original/SF2005_108_2.jpg
Portrait of Pierre Cartellier (1757–1831),French,,https://images.metmuseum.org/CRDImages/es/original/255313.jpg
Charles-Antoine Callamard (1769–1821),French,,https://images.metmuseum.org/CRDImages/es/original/ES3800.jpg
Jean-Baptiste Isabey,French,,https://images.metmuseum.org/CRDImages/es/original/DP100561.jpg
"Jean-Baptiste Jourdan  (1762–1833), Marshal of France",French,,https://images.metmuseum.org/CRDImages/es/original/31547.jpg
"Youthful portrait of Victor Hugo (1802–1885), French poet and novelist",French,,https://images.metmuseum.org/CRDImages/es/original/31570.jpg
"Céleste Motte (afterwards wife if the designer and painter, Achille Devéria)",French,,https://images.metmuseum.org/CRDImages/es/original/31549.jpg
Portrait of Claude Dejoux (1732–1816),French,,https://images.metmuseum.org/CRDImages/es/original/255312.jpg
"Dominique Dufour, Baron de Pradt (1759–1837), French ecclesiastic and politician, commonly known as the ""Abbé de Pradt,"" though at one time nominated by Bonaparte, for political services, Archbishop of Malines",French,,https://images.metmuseum.org/CRDImages/es/original/31521.jpg
"Georges Louis DuVernoy (1777–1855), French naturalist",French,,https://images.metmuseum.org/CRDImages/es/original/31518.jpg
Jeremy Bentham,French,,https://images.metmuseum.org/CRDImages/es/original/268348.jpg
"Prosper Merimée (1803–1870), French man-of-letters, historian and novelist",French,,https://images.metmuseum.org/CRDImages/es/original/31584.jpg
François-Noël Babeuf,French,,https://images.metmuseum.org/CRDImages/es/original/SF2008_325_2.jpg
Charles Philipon,French,,https://images.metmuseum.org/CRDImages/es/original/SF2007_161_1_img1.jpg
"Emmanuel-Augustin-Dieudonné-Marin-Joseph, comte de Las Cases",French,,https://images.metmuseum.org/CRDImages/es/original/SF2008_325_1.jpg
Claude-Joseph Rouget de Lisle,French,,https://images.metmuseum.org/CRDImages/es/original/SF2007_161_2_img1.jpg
Mélanie Waldor (1796–1871),French,,https://images.metmuseum.org/CRDImages/es/original/DP-1745-027.jpg
Marat,French,,https://images.metmuseum.org/CRDImages/es/original/SF2011_580_2.jpg
Alphonse de Lamartine,French,,https://images.metmuseum.org/CRDImages/es/original/SF2009_265_img1.jpg
Augustin Thierry,French,,https://images.metmuseum.org/CRDImages/es/original/SF2009_264.jpg
Antoine-Jean Gros,French,,https://images.metmuseum.org/CRDImages/es/original/269934.jpg
Horace Vernet (1789–1863),French,,https://images.metmuseum.org/CRDImages/es/original/DP100557.jpg
Lazare Carnot,French,,https://images.metmuseum.org/CRDImages/es/original/269933.jpg
Robespierre (1758–1794),French,,https://images.metmuseum.org/CRDImages/es/original/DP-1745-029.jpg
Pierre-Jean de Béranger (1780–1857),French,,https://images.metmuseum.org/CRDImages/es/original/DP-1745-023.jpg
Friedrich Ludwig Zacharias Werner (1768–1823),French,,https://images.metmuseum.org/CRDImages/es/original/DP-1745-033.jpg
"Jerusalem, Etude et reproduction photographique des monuments de la ville sainte depuis l' époque judaique jusqu'à nos jours 1856",French,,https://images.metmuseum.org/CRDImages/ph/original/DP131395.jpg
Ovid among the Scythians,French,,https://images.metmuseum.org/CRDImages/ep/original/DP159761.jpg
"Napoléon III (1808–1873), Emperor of the French",French,,https://images.metmuseum.org/CRDImages/es/original/DP225836.jpg
Victor Hugo,French,,https://images.metmuseum.org/CRDImages/es/original/186503.jpg
"Assouan (Syène), Carrières de Granit - Ancien Système d'Extraction",French,,https://images.metmuseum.org/CRDImages/ph/original/DP138590.jpg
Design for an Epitaph,French,,https://images.metmuseum.org/CRDImages/dp/original/DP842155.jpg
Design for the Corner of a Decoration (recto); Sketch of Monumental Building with Four Temple-Front Entrances (verso),French,,https://images.metmuseum.org/CRDImages/dp/original/DP807106.jpg
Monumental vase,French,,https://images.metmuseum.org/CRDImages/es/original/DP704028.jpg
Design for a Mural with the Battle between the Gods of Olympus and the Giants,French,,https://images.metmuseum.org/CRDImages/dp/original/DP327217.jpg
Wooden Staircase at Chartres,French,,https://images.metmuseum.org/CRDImages/ph/original/DP262088.jpg
The Third-Class Carriage,French,,https://images.metmuseum.org/CRDImages/ep/original/DP-14936-025.jpg
"Jérusalem, Vallée de Josaphat, Tombeau de St. Jacques",French,,https://images.metmuseum.org/CRDImages/ph/original/DP139578.jpg
"Madame Henri François Riesener (Félicité Longrois, 1786–1847)",French,,https://images.metmuseum.org/CRDImages/ep/original/DP-14346-001.jpg
The Card Players,French,,https://images.metmuseum.org/CRDImages/ep/original/DP231550.jpg
"[Palace of the Dey of Algiers, Algeria]",French,,https://images.metmuseum.org/CRDImages/ph/original/DP310797.jpg
Vue de la Grande Façade du Vieux Louvre,French,,https://images.metmuseum.org/CRDImages/dp/original/DP104995.jpg
"The Palatine Hill, Rome",French,,https://images.metmuseum.org/CRDImages/rl/original/DP-13666-001.jpg
"Address-card of the printseller, Rochoux",French,,https://images.metmuseum.org/CRDImages/dp/original/DP813234.jpg
"Address-card of the printseller, Rochoux",French,,https://images.metmuseum.org/CRDImages/dp/original/DP813222.jpg
"Address-card of the printseller, Rochoux",French,,https://images.metmuseum.org/CRDImages/dp/original/DP813236.jpg
"Autopsy of the First Crocodile Onboard, Upper Egypt",French,,https://images.metmuseum.org/CRDImages/ph/original/DP261074.jpg
"Jérusalem, Enceinte du Temple, Arche du Pont Salomonien qui reliait Moria à Sion",French,,https://images.metmuseum.org/CRDImages/ph/original/DP131221.jpg
"Jérusalem, Vallée de Josaphat, Détails du Tombeau d'Absalom",French,,https://images.metmuseum.org/CRDImages/ph/original/DP131265.jpg
"Jérusalem, Porte de Jaffa, Intérieur",French,,https://images.metmuseum.org/CRDImages/ph/original/DP131355.jpg
Ugolino and his Sons (recto); Anatomical Studies (verso),French,,https://images.metmuseum.org/CRDImages/dp/original/DP830535.jpg
"Washerwoman, Study",French,,https://images.metmuseum.org/CRDImages/ep/original/DT1857.jpg
"Jerusalem, Etude et reproduction photographique des monuments de la ville sainte depuis l' époque judaique jusqu'à nos jours 1856",French,,https://images.metmuseum.org/CRDImages/ph/original/DP131395.jpg
The Cascade,French,,https://images.metmuseum.org/CRDImages/ep/original/DP-1015-001.jpg
"Presentation Drawing of “The Statue of Liberty Illuminating the World""",French,,https://images.metmuseum.org/CRDImages/dp/original/DP-15069-024.jpg
"Béni-Haçan, Architecture Hypogéene - Tombeau d'Amoneï",French,,https://images.metmuseum.org/CRDImages/ph/original/DP71365.jpg
"Jérusalem, Sarcophage judaïque",French,,https://images.metmuseum.org/CRDImages/ph/original/DP131289.jpg
"Hotel de Cluny, Paris",French,,https://images.metmuseum.org/CRDImages/ph/original/DT1658.jpg
"Cloître Saint-Amand, Rouen",French,,https://images.metmuseum.org/CRDImages/ph/original/DP139287.jpg
"Autre Vue Particulière de Paris depuis Nôtre Dame, Jusques au Pont de la Tournelle",French,,https://images.metmuseum.org/CRDImages/dp/original/DP104994.jpg
Clock with Father Time,French,,https://images.metmuseum.org/CRDImages/es/original/DT6720.jpg
"[Sculpture of Virgin and Child, Notre Dame, Paris]",French,,https://images.metmuseum.org/CRDImages/ph/original/DP315547.jpg
Le Nouvel Opéra de Paris (Sculpture Ornementale),French,,https://images.metmuseum.org/CRDImages/ph/original/DP200355.jpg
Equestrian Statue of Marcus Aurelius,French,,https://images.metmuseum.org/CRDImages/rl/original/DP-13666-008.jpg
"Égypte, Nubie, Syrie: Paysages et Monuments",French,,https://images.metmuseum.org/CRDImages/ph/original/DP131988.jpg
